env,mode,series_id,mu,sd,n_dong_train
E1a,N0,E1_1228,,,1612
E1a,N1,E1_1228,8.829651128441451,0.8554369441448265,1612
E1a,N2,E1_1228,,,1612
E1a,N0,E1_1229,,,1612
E1a,N1,E1_1229,3.9469514356611133,6.5118359842981945,1612
E1a,N2,E1_1229,,,1612
E1a,N0,E1_1230,,,1612
E1a,N1,E1_1230,6.053577336641853,3.181745431202896,1612
E1a,N2,E1_1230,,,1612
E1a,N0,E1_1233,,,1612
E1a,N1,E1_1233,2.5759822167080233,3.537191485938671,1612
E1a,N2,E1_1233,,,1612
E1a,N0,E1_125,,,1612
E1a,N1,E1_125,7.1577465880893305,4.445095263314201,1612
E1a,N2,E1_125,,,1612
E1a,N0,E1_126,,,1612
E1a,N1,E1_126,1.6872079197684033,0.14302044968538635,1612
E1a,N2,E1_126,,,1612
E1a,N0,E1_127,,,1612
E1a,N1,E1_127,1.7527450372208437,0.11506318906558222,1612
E1a,N2,E1_127,,,1612
E1a,N0,E1_131,,,1612
E1a,N1,E1_131,1.9659135723147818,0.4292396785661653,1612
E1a,N2,E1_131,,,1612
E1a,N0,E1_132,,,1612
E1a,N1,E1_132,1.5420231314384538,0.1273206277573936,1612
E1a,N2,E1_132,,,1612
E1a,N0,E1_133,,,1612
E1a,N1,E1_133,3.592318677626137,0.043401314181403895,1612
E1a,N2,E1_133,,,1612
E1a,N0,E1_134,,,1612
E1a,N1,E1_134,2.9356614823348695,1.8965157395104058,1612
E1a,N2,E1_134,,,1612
E1a,N0,E1_137,,,1612
E1a,N1,E1_137,1.1717350525818269,0.10949373931239051,1612
E1a,N2,E1_137,,,1612
E1a,N0,E1_139,,,1612
E1a,N1,E1_139,1.3465260545905706,0.15851058677957738,1612
E1a,N2,E1_139,,,1612
E1a,N0,E1_142,,,1612
E1a,N1,E1_142,6.477211710780258,9.165482966209058,1612
E1a,N2,E1_142,,,1612
E1a,N0,E1_145,,,1612
E1a,N1,E1_145,6.860642834987593,2.305912438585259,1612
E1a,N2,E1_145,,,1612
E1a,N0,E1_146,,,1612
E1a,N1,E1_146,2.2308836996336994,0.27197369239424124,1612
E1a,N2,E1_146,,,1612
E1a,N0,E1_148,,,1612
E1a,N1,E1_148,1.0408513529481271,0.19102875975499556,1612
E1a,N2,E1_148,,,1612
E1a,N0,E1_150,,,1612
E1a,N1,E1_150,1.7554569086827154,2.974170460708577,1612
E1a,N2,E1_150,,,1612
E1a,N0,E1_156,,,1612
E1a,N1,E1_156,4.555834309920848,1.7919726655756358,1612
E1a,N2,E1_156,,,1612
E1a,N0,E1_157,,,1361
E1a,N1,E1_157,3.2560876689642297,3.9234879894566905,1361
E1a,N2,E1_157,,,1361
E1a,N0,E1_164,,,1612
E1a,N1,E1_164,1.6182588916459884,0.3021263152041699,1612
E1a,N2,E1_164,,,1612
E1a,N0,E1_165,,,1612
E1a,N1,E1_165,1.9102150537634408,0.27505507715888083,1612
E1a,N2,E1_165,,,1612
E1a,N0,E1_167,,,1612
E1a,N1,E1_167,2.0379563313031053,0.36009702717314757,1612
E1a,N2,E1_167,,,1612
E1a,N0,E1_176,,,1612
E1a,N1,E1_176,1.1408956634763086,0.3416333328054715,1612
E1a,N2,E1_176,,,1612
E1a,N0,E1_177,,,1612
E1a,N1,E1_177,1.0655854897790382,0.23674176804002423,1612
E1a,N2,E1_177,,,1612
E1a,N0,E1_186,,,1612
E1a,N1,E1_186,65.42572440999861,43.79444402987525,1612
E1a,N2,E1_186,,,1612
E1a,N0,E1_187,,,1612
E1a,N1,E1_187,64.37742747843554,41.57029141183542,1612
E1a,N2,E1_187,,,1612
E1a,N0,E1_188,,,1612
E1a,N1,E1_188,66.45327162756598,43.47825606927351,1612
E1a,N2,E1_188,,,1612
E1a,N0,E1_189,,,1612
E1a,N1,E1_189,67.33999963410247,43.20363378388284,1612
E1a,N2,E1_189,,,1612
E1a,N0,E1_190,,,1612
E1a,N1,E1_190,66.0708130159491,43.671458037327916,1612
E1a,N2,E1_190,,,1612
E1a,N0,E1_191,,,1612
E1a,N1,E1_191,63.66887923904052,42.70709741963388,1612
E1a,N2,E1_191,,,1612
E1a,N0,E1_197,,,1612
E1a,N1,E1_197,67.5529045551223,43.73418607361,1612
E1a,N2,E1_197,,,1612
E1a,N0,E1_198,,,1612
E1a,N1,E1_198,64.62185819892473,44.10587396123631,1612
E1a,N2,E1_198,,,1612
E1a,N0,E1_200,,,1612
E1a,N1,E1_200,64.10694671591848,43.768563729345054,1612
E1a,N2,E1_200,,,1612
E1a,N0,E1_205,,,1612
E1a,N1,E1_205,65.08000648545004,44.02717919963924,1612
E1a,N2,E1_205,,,1612
E1a,N0,E1_206,,,1612
E1a,N1,E1_206,62.891098954808626,44.01018140530958,1612
E1a,N2,E1_206,,,1612
E1a,N0,E1_208,,,1612
E1a,N1,E1_208,64.47579893225053,43.98891208932859,1612
E1a,N2,E1_208,,,1612
E1a,N0,E1_209,,,1612
E1a,N1,E1_209,13.786959780810587,32.04557422848926,1612
E1a,N2,E1_209,,,1612
E1a,N0,E1_210,,,1612
E1a,N1,E1_210,67.66149322787427,44.28955389196278,1612
E1a,N2,E1_210,,,1612
E1a,N0,E1_211,,,1612
E1a,N1,E1_211,12.071766193036355,29.77622091077524,1612
E1a,N2,E1_211,,,1612
E1a,N0,E1_214,,,1612
E1a,N1,E1_214,69.09700854700854,43.71180302508079,1612
E1a,N2,E1_214,,,1612
E1a,N0,E1_215,,,1612
E1a,N1,E1_215,67.58309553349876,43.814299127888766,1612
E1a,N2,E1_215,,,1612
E1a,N0,E1_216,,,1612
E1a,N1,E1_216,70.51529328646264,42.238736407030785,1612
E1a,N2,E1_216,,,1612
E1a,N0,E1_218,,,1612
E1a,N1,E1_218,2.201048836356296,11.39744285088235,1612
E1a,N2,E1_218,,,1612
E1a,N0,E1_219,,,494
E1a,N1,E1_219,45.68751686909582,44.66328198978685,494
E1a,N2,E1_219,,,494
E1a,N0,E1_220,,,474
E1a,N1,E1_220,41.920622362869196,43.77723602409674,474
E1a,N2,E1_220,,,474
E1a,N0,E1_221,,,477
E1a,N1,E1_221,43.990177659517286,44.12416918967515,477
E1a,N2,E1_221,,,477
E1a,N0,E1_222,,,480
E1a,N1,E1_222,41.76677884615385,43.28122054136334,480
E1a,N2,E1_222,,,480
E1a,N0,E1_225,,,471
E1a,N1,E1_225,44.09861553432413,42.43547150188424,471
E1a,N2,E1_225,,,471
E1a,N0,E1_226,,,482
E1a,N1,E1_226,45.48286652835409,44.89040157923984,482
E1a,N2,E1_226,,,482
E1a,N0,E1_228,,,475
E1a,N1,E1_228,45.47667794486215,44.457221207713005,475
E1a,N2,E1_228,,,475
E1a,N0,E1_229,,,494
E1a,N1,E1_229,43.16847376855601,38.32919396934394,494
E1a,N2,E1_229,,,494
E1a,N0,E1_23,,,1612
E1a,N1,E1_23,4.831405825357439,2.351824587152951,1612
E1a,N2,E1_23,,,1612
E1a,N0,E1_231,,,481
E1a,N1,E1_231,42.29024601524601,37.38465779705018,481
E1a,N2,E1_231,,,481
E1a,N0,E1_233,,,483
E1a,N1,E1_233,41.22001444107422,39.747984160786714,483
E1a,N2,E1_233,,,483
E1a,N0,E1_234,,,474
E1a,N1,E1_234,41.32766350210971,39.9561785595332,474
E1a,N2,E1_234,,,474
E1a,N0,E1_236,,,477
E1a,N1,E1_236,41.142435359888196,40.698082484379135,477
E1a,N2,E1_236,,,477
E1a,N0,E1_239,,,1612
E1a,N1,E1_239,53.12444168734492,43.876561997479335,1612
E1a,N2,E1_239,,,1612
E1a,N0,E1_240,,,1612
E1a,N1,E1_240,18.062838606286185,35.56569269901691,1612
E1a,N2,E1_240,,,1612
E1a,N0,E1_241,,,1612
E1a,N1,E1_241,47.79810277088503,44.17436917727369,1612
E1a,N2,E1_241,,,1612
E1a,N0,E1_242,,,1612
E1a,N1,E1_242,17.509086612312416,36.26459857876323,1612
E1a,N2,E1_242,,,1612
E1a,N0,E1_243,,,1612
E1a,N1,E1_243,52.161186931348226,46.09131413038111,1612
E1a,N2,E1_243,,,1612
E1a,N0,E1_244,,,1612
E1a,N1,E1_244,18.111178807751386,36.4707206176503,1612
E1a,N2,E1_244,,,1612
E1a,N0,E1_245,,,1612
E1a,N1,E1_245,49.96555521091812,44.97117331701635,1612
E1a,N2,E1_245,,,1612
E1a,N0,E1_248,,,1612
E1a,N1,E1_248,26.43811517783292,39.29910575546412,1612
E1a,N2,E1_248,,,1612
E1a,N0,E1_249,,,1612
E1a,N1,E1_249,53.63166873449131,46.43243635199912,1612
E1a,N2,E1_249,,,1612
E1a,N0,E1_251,,,1612
E1a,N1,E1_251,48.154104631927204,44.37497687159496,1612
E1a,N2,E1_251,,,1612
E1a,N0,E1_252,,,1612
E1a,N1,E1_252,25.87202528654142,37.2658015135967,1612
E1a,N2,E1_252,,,1612
E1a,N0,E1_254,,,1612
E1a,N1,E1_254,28.113143610421833,39.36876465133313,1612
E1a,N2,E1_254,,,1612
E1a,N0,E1_256,,,1612
E1a,N1,E1_256,26.067126757650946,39.28972319669107,1612
E1a,N2,E1_256,,,1612
E1a,N0,E1_259,,,1612
E1a,N1,E1_259,52.76154363110008,45.754352700907766,1612
E1a,N2,E1_259,,,1612
E1a,N0,E1_260,,,1612
E1a,N1,E1_260,45.72831627377999,41.33076604719796,1612
E1a,N2,E1_260,,,1612
E1a,N0,E1_261,,,1612
E1a,N1,E1_261,50.492721257237385,46.12534165353883,1612
E1a,N2,E1_261,,,1612
E1a,N0,E1_262,,,1612
E1a,N1,E1_262,50.36764371381307,44.178255427168395,1612
E1a,N2,E1_262,,,1612
E1a,N0,E1_264,,,1612
E1a,N1,E1_264,44.31038564929693,43.772685731206785,1612
E1a,N2,E1_264,,,1612
E1a,N0,E1_266,,,1612
E1a,N1,E1_266,48.92824131513648,44.26423880771987,1612
E1a,N2,E1_266,,,1612
E1a,N0,E1_267,,,1612
E1a,N1,E1_267,49.163124224565756,47.59756645000224,1612
E1a,N2,E1_267,,,1612
E1a,N0,E1_268,,,1612
E1a,N1,E1_268,48.2824714935602,46.46509248390747,1612
E1a,N2,E1_268,,,1612
E1a,N0,E1_271,,,1612
E1a,N1,E1_271,49.559741854247896,45.36097964178915,1612
E1a,N2,E1_271,,,1612
E1a,N0,E1_272,,,1612
E1a,N1,E1_272,50.42412025138839,45.24181899074124,1612
E1a,N2,E1_272,,,1612
E1a,N0,E1_273,,,1612
E1a,N1,E1_273,48.948249549509626,46.309613050620776,1612
E1a,N2,E1_273,,,1612
E1a,N0,E1_279,,,1612
E1a,N1,E1_279,49.33106481891764,46.818439854892,1612
E1a,N2,E1_279,,,1612
E1a,N0,E1_28,,,1612
E1a,N1,E1_28,1.1206014415691834,0.3719572647011113,1612
E1a,N2,E1_28,,,1612
E1a,N0,E1_280,,,1612
E1a,N1,E1_280,23.851562684627197,37.5101095214002,1612
E1a,N2,E1_280,,,1612
E1a,N0,E1_281,,,1612
E1a,N1,E1_281,48.64983631959438,46.86357707450928,1612
E1a,N2,E1_281,,,1612
E1a,N0,E1_286,,,1612
E1a,N1,E1_286,22.153851754204577,37.87576766738274,1612
E1a,N2,E1_286,,,1612
E1a,N0,E1_287,,,1612
E1a,N1,E1_287,45.42862146254283,45.72619386906873,1612
E1a,N2,E1_287,,,1612
E1a,N0,E1_289,,,1612
E1a,N1,E1_289,46.70541271564457,46.79537877607599,1612
E1a,N2,E1_289,,,1612
E1a,N0,E1_290,,,1612
E1a,N1,E1_290,22.926552530131158,38.53320503572618,1612
E1a,N2,E1_290,,,1612
E1a,N0,E1_291,,,1612
E1a,N1,E1_291,46.179306060203245,46.846292810107606,1612
E1a,N2,E1_291,,,1612
E1a,N0,E1_295,,,1612
E1a,N1,E1_295,16.70109992364955,23.266051292415206,1612
E1a,N2,E1_295,,,1612
E1a,N0,E1_298,,,1612
E1a,N1,E1_298,1.5541962070187876,0.4636676817238187,1612
E1a,N2,E1_298,,,1612
E1a,N0,E1_3,,,1612
E1a,N1,E1_3,3.2163284296348813,0.3002917529322396,1612
E1a,N2,E1_3,,,1612
E1a,N0,E1_306,,,1612
E1a,N1,E1_306,1.0094170097892183,0.5377516623467165,1612
E1a,N2,E1_306,,,1612
E1a,N0,E1_31,,,1612
E1a,N1,E1_31,1.4085043988269794,0.5720000211224859,1612
E1a,N2,E1_31,,,1612
E1a,N0,E1_315,,,1612
E1a,N1,E1_315,1.19408688309898,0.32489900873442157,1612
E1a,N2,E1_315,,,1612
E1a,N0,E1_317,,,1612
E1a,N1,E1_317,1.0270885028949546,0.3739531649940885,1612
E1a,N2,E1_317,,,1612
E1a,N0,E1_320,,,1612
E1a,N1,E1_320,7.809146677695065,8.95250190425107,1612
E1a,N2,E1_320,,,1612
E1a,N0,E1_322,,,1612
E1a,N1,E1_322,8.18850584898972,10.909086111855563,1612
E1a,N2,E1_322,,,1612
E1a,N0,E1_323,,,1612
E1a,N1,E1_323,2.64226265273877,0.2581032189442759,1612
E1a,N2,E1_323,,,1612
E1a,N0,E1_324,,,1612
E1a,N1,E1_324,4.992095855619429,7.6926164689466345,1612
E1a,N2,E1_324,,,1612
E1a,N0,E1_328,,,1612
E1a,N1,E1_328,2.1625095334772753,0.4456002266446893,1612
E1a,N2,E1_328,,,1612
E1a,N0,E1_329,,,1612
E1a,N1,E1_329,55.4105647041131,18.76471096350021,1612
E1a,N2,E1_329,,,1612
E1a,N0,E1_330,,,1612
E1a,N1,E1_330,2.202637953444405,0.6039648636966591,1612
E1a,N2,E1_330,,,1612
E1a,N0,E1_334,,,1612
E1a,N1,E1_334,3.4327838827838826,0.6104463416783813,1612
E1a,N2,E1_334,,,1612
E1a,N0,E1_335,,,1612
E1a,N1,E1_335,3.7539214817440616,0.33512649216885093,1612
E1a,N2,E1_335,,,1612
E1a,N0,E1_339,,,1612
E1a,N1,E1_339,2.09728758025129,0.6751527420366135,1612
E1a,N2,E1_339,,,1612
E1a,N0,E1_340,,,1612
E1a,N1,E1_340,7.971043562172595,2.4193309088376034,1612
E1a,N2,E1_340,,,1612
E1a,N0,E1_345,,,1612
E1a,N1,E1_345,1.2616558844381425,0.290129193394502,1612
E1a,N2,E1_345,,,1612
E1a,N0,E1_348,,,1612
E1a,N1,E1_348,7.352194109653787,7.747283747119018,1612
E1a,N2,E1_348,,,1612
E1a,N0,E1_349,,,1612
E1a,N1,E1_349,2.5055971582181256,1.4118505793262102,1612
E1a,N2,E1_349,,,1612
E1a,N0,E1_35,,,1612
E1a,N1,E1_35,1.0296046901816132,0.19419760762320035,1612
E1a,N2,E1_35,,,1612
E1a,N0,E1_350,,,1612
E1a,N1,E1_350,2.5408299361928393,2.3937247660115495,1612
E1a,N2,E1_350,,,1612
E1a,N0,E1_352,,,1612
E1a,N1,E1_352,5.476437138130686,2.151462154379919,1612
E1a,N2,E1_352,,,1612
E1a,N0,E1_362,,,1612
E1a,N1,E1_362,1.497881374897504,0.19695147479178063,1612
E1a,N2,E1_362,,,1612
E1a,N0,E1_363,,,1612
E1a,N1,E1_363,1.205891756093369,0.30985642949674336,1612
E1a,N2,E1_363,,,1612
E1a,N0,E1_368,,,1612
E1a,N1,E1_368,1.3232467801016188,0.45207358908835593,1612
E1a,N2,E1_368,,,1612
E1a,N0,E1_370,,,1612
E1a,N1,E1_370,2.115338827838828,3.157707839893081,1612
E1a,N2,E1_370,,,1612
E1a,N0,E1_371,,,1612
E1a,N1,E1_371,1.9970223325062035,2.8274214605620593,1612
E1a,N2,E1_371,,,1612
E1a,N0,E1_372,,,1612
E1a,N1,E1_372,2.085314013943046,0.7045592424257937,1612
E1a,N2,E1_372,,,1612
E1a,N0,E1_373,,,1612
E1a,N1,E1_373,1.4162944582299422,0.5062467897479533,1612
E1a,N2,E1_373,,,1612
E1a,N0,E1_376,,,1612
E1a,N1,E1_376,1.6896568149592341,0.5472167937670794,1612
E1a,N2,E1_376,,,1612
E1a,N0,E1_381,,,1612
E1a,N1,E1_381,1.791315136476427,0.31775795139802465,1612
E1a,N2,E1_381,,,1612
E1a,N0,E1_383,,,1612
E1a,N1,E1_383,1.6101323407775021,0.5425511199574986,1612
E1a,N2,E1_383,,,1612
E1a,N0,E1_385,,,1612
E1a,N1,E1_385,1.5777088502894956,0.16179876612037428,1612
E1a,N2,E1_385,,,1612
E1a,N0,E1_388,,,1612
E1a,N1,E1_388,9.065397908543071,4.543189319428161,1612
E1a,N2,E1_388,,,1612
E1a,N0,E1_391,,,1612
E1a,N1,E1_391,10.180354927330733,26.04144947858261,1612
E1a,N2,E1_391,,,1612
E1a,N0,E1_393,,,1612
E1a,N1,E1_393,1.3519142148174408,0.6666406229858883,1612
E1a,N2,E1_393,,,1612
E1a,N0,E1_394,,,1612
E1a,N1,E1_394,1.298127880184332,1.102249693497628,1612
E1a,N2,E1_394,,,1612
E1a,N0,E1_395,,,1612
E1a,N1,E1_395,1.512584928512348,0.8529009631042893,1612
E1a,N2,E1_395,,,1612
E1a,N0,E1_397,,,1612
E1a,N1,E1_397,1.6788771712158808,0.8969911006421927,1612
E1a,N2,E1_397,,,1612
E1a,N0,E1_401,,,1612
E1a,N1,E1_401,2.495605872622002,0.7065269210641228,1612
E1a,N2,E1_401,,,1612
E1a,N0,E1_405,,,1612
E1a,N1,E1_405,1.4816487947536336,0.8043547211927021,1612
E1a,N2,E1_405,,,1612
E1a,N0,E1_407,,,1612
E1a,N1,E1_407,1.5109624246721023,0.7214377999026831,1612
E1a,N2,E1_407,,,1612
E1a,N0,E1_410,,,1612
E1a,N1,E1_410,1.7431569774311713,0.8782800357860716,1612
E1a,N2,E1_410,,,1612
E1a,N0,E1_411,,,1612
E1a,N1,E1_411,1.627231035093938,0.9507513952261419,1612
E1a,N2,E1_411,,,1612
E1a,N0,E1_414,,,1612
E1a,N1,E1_414,1.6142074323525937,0.7032514380329398,1612
E1a,N2,E1_414,,,1612
E1a,N0,E1_417,,,1612
E1a,N1,E1_417,1.8779422190712514,0.9466741251914762,1612
E1a,N2,E1_417,,,1612
E1a,N0,E1_418,,,1612
E1a,N1,E1_418,1.332838532435307,0.8455397281809826,1612
E1a,N2,E1_418,,,1612
E1a,N0,E1_419,,,1612
E1a,N1,E1_419,1.65382326007326,1.0936103717985661,1612
E1a,N2,E1_419,,,1612
E1a,N0,E1_420,,,1612
E1a,N1,E1_420,1.666731655441333,0.9027758201764721,1612
E1a,N2,E1_420,,,1612
E1a,N0,E1_421,,,1612
E1a,N1,E1_421,1.2028846153846156,0.7229396130898523,1612
E1a,N2,E1_421,,,1612
E1a,N0,E1_423,,,1612
E1a,N1,E1_423,1.5598295521682617,0.2799205784058818,1612
E1a,N2,E1_423,,,1612
E1a,N0,E1_426,,,1612
E1a,N1,E1_426,1.4896992792154085,0.28080512421438425,1612
E1a,N2,E1_426,,,1612
E1a,N0,E1_43,,,1612
E1a,N1,E1_43,0.9646136121942573,2.264159642212111,1612
E1a,N2,E1_43,,,1612
E1a,N0,E1_430,,,1612
E1a,N1,E1_430,1.5616041888219307,0.29334921242147644,1612
E1a,N2,E1_430,,,1612
E1a,N0,E1_431,,,1612
E1a,N1,E1_431,1.366801936862421,0.26889304063098535,1612
E1a,N2,E1_431,,,1612
E1a,N0,E1_436,,,1612
E1a,N1,E1_436,1.5661519260309584,0.2236582745650582,1612
E1a,N2,E1_436,,,1612
E1a,N0,E1_438,,,1612
E1a,N1,E1_438,1.5412307618456813,0.19065248290292575,1612
E1a,N2,E1_438,,,1612
E1a,N0,E1_440,,,1612
E1a,N1,E1_440,1.6779540352120998,2.045968887227812,1612
E1a,N2,E1_440,,,1612
E1a,N0,E1_443,,,1612
E1a,N1,E1_443,1.580910755910756,0.1911108071188621,1612
E1a,N2,E1_443,,,1612
E1a,N0,E1_445,,,1612
E1a,N1,E1_445,1.6574367836464612,0.252214137681681,1612
E1a,N2,E1_445,,,1612
E1a,N0,E1_446,,,1612
E1a,N1,E1_446,1.5300884487376423,0.2540670163399939,1612
E1a,N2,E1_446,,,1612
E1a,N0,E1_447,,,1612
E1a,N1,E1_447,1.5921581442750798,0.2912720861069658,1612
E1a,N2,E1_447,,,1612
E1a,N0,E1_451,,,1612
E1a,N1,E1_451,1.9162700874394423,0.29156405147902603,1612
E1a,N2,E1_451,,,1612
E1a,N0,E1_453,,,1612
E1a,N1,E1_453,2.1709271239513175,2.023658323510986,1612
E1a,N2,E1_453,,,1612
E1a,N0,E1_458,,,1612
E1a,N1,E1_458,1.6648152250974833,0.39280166499126434,1612
E1a,N2,E1_458,,,1612
E1a,N0,E1_459,,,1612
E1a,N1,E1_459,1.9087313895781637,0.4356170630998586,1612
E1a,N2,E1_459,,,1612
E1a,N0,E1_46,,,1612
E1a,N1,E1_46,3.42316406711568,1.5300658043550739,1612
E1a,N2,E1_46,,,1612
E1a,N0,E1_460,,,1612
E1a,N1,E1_460,2.1034540056717472,0.3264675512080518,1612
E1a,N2,E1_460,,,1612
E1a,N0,E1_463,,,1612
E1a,N1,E1_463,1.2856227106227107,0.12952271132943632,1612
E1a,N2,E1_463,,,1612
E1a,N0,E1_464,,,1612
E1a,N1,E1_464,1.354611248966088,0.14521033341331738,1612
E1a,N2,E1_464,,,1612
E1a,N0,E1_468,,,1612
E1a,N1,E1_468,1.5291553428650202,0.18688340821598393,1612
E1a,N2,E1_468,,,1612
E1a,N0,E1_47,,,1612
E1a,N1,E1_47,7.458500572008637,5.5411094545217034,1612
E1a,N2,E1_47,,,1612
E1a,N0,E1_471,,,1612
E1a,N1,E1_471,1.7910876757650953,0.19377291800743426,1612
E1a,N2,E1_471,,,1612
E1a,N0,E1_473,,,1612
E1a,N1,E1_473,1.7926924553940682,0.18332420194410273,1612
E1a,N2,E1_473,,,1612
E1a,N0,E1_474,,,1612
E1a,N1,E1_474,1.8360968332742529,0.17529534406369576,1612
E1a,N2,E1_474,,,1612
E1a,N0,E1_477,,,1612
E1a,N1,E1_477,1.5978657095592579,0.13999187312458794,1612
E1a,N2,E1_477,,,1612
E1a,N0,E1_479,,,1612
E1a,N1,E1_479,1.3698304383788256,0.14645376617378397,1612
E1a,N2,E1_479,,,1612
E1a,N0,E1_483,,,1612
E1a,N1,E1_483,1.6001861042183623,0.1410892121011974,1612
E1a,N2,E1_483,,,1612
E1a,N0,E1_486,,,1612
E1a,N1,E1_486,1.5000206782464849,0.13809019109148515,1612
E1a,N2,E1_486,,,1612
E1a,N0,E1_487,,,1612
E1a,N1,E1_487,1.582079345385797,0.13578247205687197,1612
E1a,N2,E1_487,,,1612
E1a,N0,E1_492,,,1612
E1a,N1,E1_492,1.2309036393713813,0.20311082541231468,1612
E1a,N2,E1_492,,,1612
E1a,N0,E1_493,,,1612
E1a,N1,E1_493,1.5252444464138013,0.16728244806215364,1612
E1a,N2,E1_493,,,1612
E1a,N0,E1_498,,,1612
E1a,N1,E1_498,1.3302655677655677,0.1851558752024462,1612
E1a,N2,E1_498,,,1612
E1a,N0,E1_499,,,1612
E1a,N1,E1_499,1.2905094233723267,0.1790097183596911,1612
E1a,N2,E1_499,,,1612
E1a,N0,E1_50,,,1612
E1a,N1,E1_50,4.362315372799244,3.3754263580971076,1612
E1a,N2,E1_50,,,1612
E1a,N0,E1_502,,,1612
E1a,N1,E1_502,1.4197263086375989,0.1538396916436666,1612
E1a,N2,E1_502,,,1612
E1a,N0,E1_503,,,1612
E1a,N1,E1_503,1.9883581472291152,0.2715672825573489,1612
E1a,N2,E1_503,,,1612
E1a,N0,E1_504,,,1612
E1a,N1,E1_504,1.5245768344558668,0.20044511801143644,1612
E1a,N2,E1_504,,,1612
E1a,N0,E1_506,,,1612
E1a,N1,E1_506,1.7627208141321045,0.19263015441531983,1612
E1a,N2,E1_506,,,1612
E1a,N0,E1_508,,,1612
E1a,N1,E1_508,1.459955837173579,0.15168533210155746,1612
E1a,N2,E1_508,,,1612
E1a,N0,E1_51,,,1612
E1a,N1,E1_51,1.2988885442514475,1.0020925591704635,1612
E1a,N2,E1_51,,,1612
E1a,N0,E1_511,,,1612
E1a,N1,E1_511,1.4822174465319624,0.1772784001393872,1612
E1a,N2,E1_511,,,1612
E1a,N0,E1_512,,,1612
E1a,N1,E1_512,1.4467505612666904,0.14892717873892464,1612
E1a,N2,E1_512,,,1612
E1a,N0,E1_516,,,1612
E1a,N1,E1_516,1.4232859210681792,0.19877784340488783,1612
E1a,N2,E1_516,,,1612
E1a,N0,E1_517,,,1612
E1a,N1,E1_517,1.3758230680609715,0.2989567903455928,1612
E1a,N2,E1_517,,,1612
E1a,N0,E1_518,,,1612
E1a,N1,E1_518,1.2823854856888357,0.18967379545669683,1612
E1a,N2,E1_518,,,1612
E1a,N0,E1_52,,,1612
E1a,N1,E1_52,3.1540322580645164,2.4410488536044035,1612
E1a,N2,E1_52,,,1612
E1a,N0,E1_521,,,1612
E1a,N1,E1_521,1.4562983723265983,0.27456177931586984,1612
E1a,N2,E1_521,,,1612
E1a,N0,E1_523,,,1612
E1a,N1,E1_523,1.4607969987002245,0.17146888842976987,1612
E1a,N2,E1_523,,,1612
E1a,N0,E1_526,,,1612
